headline,content,category,author,date
"무너진 K방역… 이젠 국민 각자가 방역사령탑이다
A01면",질병관리본부장을 지낸 정기석 한림대성심병원 교수는 “최소한 내년 하반기까지는 코로나는 우리 일상과 함께 가야 하는 질병”이라며 “위드 코로나 시대에 공동체가 무너지지 않고 가려면 ‘신뢰’가 가장 중요하다”고 말했다.코로나 신규 확진자가 하루 1000명을 넘어서면서 이들을 치료하고 수용할 의료 인프라가 무너질 수도 있다는 우려가 커진다.,사회 > 복지·의료 |,김철중 의학전문기자 |,2020.12.14
"이베이코리아 ""올해 쇼핑 키워드는 코쿤(COCOON)""","코로나(CORONA), 걱정(CONCERN), 온라인(ONLINE)의 앞글자를 연결한 단어다.이베이코리아는 올해 주요 소비 트렌드로 집콕, 식품·생필품도 온라인, 편리미엄(편리+프리미엄), 나홀로 레저 등을 꼽았다. 이베이코리아가 올해 1월부터 11월까지 판매 실적을 분석한 결과 마스크, 체온계 등을 포함한 건강 관련 용품 판매가 작년 같은 기간보다 286% 증가했다. 온라인 수업과 관련된 모니터(18%), 프린터(22%)도 판매가 늘었다.",조선비즈 > 산업 |,홍다영 |,2020.12.13
"이베이코리아, 올해 쇼핑 키워드는 ‘코쿤(COCOON)’","외부 세상과 분리해 자신만의 공간에서 생활하는 사람들을 이에 빗대 ‘코쿤족’이라고 하는데, 사회적 거리 두기가 일상이 된 최근 쇼핑 트랜드가 이와 마찬가지로 보여 키워드로 정했다고 이베이코리아는 설명했다.이베이코리아는 코쿤(COCOON)을 코로나(CORONA), 걱정(CONCERN), 온라인(ONLINE)이라는 세 단어에서 첫 2글자씩을 따서 조합한 의미도 담았다고 밝혔다.",경제 > 중기·벤처 |,최원우 기자 |,2020.12.13
오늘 밤 9시 현재 확진자 최소 659명… 700~800명대 가능성,"시 이후 전국의 추가 확진자 규모를 감안할 때 700~800명, 많게는 900명 확진자가 집계될 수 있다는 전망이 나온다. 전국 지방자치단체 발표를 토대로 확진자 규모를 추산하는 ‘코로나 라이브’ 사이트(https:// corona-live.com/)는 이날 밤 11시 기준 국내 확진자가 882명으로 전날 같은 시간대(602명)보다 280명 늘어났다고 전망하기도 했다.11일 하루간 나온 국내 지역 감염 사례와 해외 유입 사례를 포함한 정확한 확진",사회 > 복지·의료 |,정석우 기자 |,2020.12.11
은행권 첫 재택상담… 상담 폭주에도 안정적 대응,"‘위드 코로나(With Corona)’ 시대의 고객 상담 서비스를 위해 더 많은 준비가 필요한 시기입니다. 신한은행은 재택근무, AI 연계 상담 등 뉴노멀(New Normal)에 최적화된 미래의 상담운영 체계를 준비하여 지금보다 향상된 서비스를 제공하겠습니다.",일반 |,김수정 객원기자 |,2020.12.10
Rising Pet Ownership Leads to More Consumer Complaints,"ied less than 15 days after it was purchased. Next came illness, genetic deformities, and other diseases including parvo, corona or dog pox. There has also been an increase in cases where pets were hurt or died in the care of vets or sitters. Most of",영문조선 > National/Politics |,By Choi Jong-seok |,2020.12.07
"'헬로!플레이트' PD ""코로나19시대, 해외 현지에 잠시 데려다드립니다""","플레이트’의 서현석 PD(skyTV)와 하정석 PD(디스커버리)가 “이 ‘위드 코로나 시대’에 여행에 대한 갈증을 풀고 맛있는 위로를 전하는, 해외 현지에 잠시 데려다주는 듯한 방송이 될 것”이라며 차별화된 요리 경연을 예고했다.서현석 PD는 지난해 SKY에서 집밥 예능 ‘#집밥천재 밥친구’를 연출하며 당시 출연진이었던 강레오 셰프와 한 차례 호흡을 맞췄다. ",연예 > 연예 포토 |,OSEN |,2020.12.07
"[Mint] 팀→부문장 보고→부장단 회의 3시간 릴레이… ‘줌 피로’에 진이 빠지네
B04면","외국계 IT 기업에서 일하며 재택근무 중인 신모(28)씨는 하루 평균 3시간을 회의에 쓴다. 그의 일상 업무엔 팀장과 단둘이 하는 조촐한 팀 회의 그리고 부서장·부문장 보고 회의가 포함되는데, 이게 한 시간씩 진행된다. 때때로 다른 부서와 함께하는 회의도 추가된다. 회의를 하다 오후 업무 시간이 끝날 때도 흔하다. 회의라면 어느 정도 달관한 신씨지만 최근엔...",경제 > Mint |,최은경 기자 |,2020.12.07
쌓이는 재고에 생명 불어넣는 기업들,"[이코노미조선]위드 코로나 시대 만개한 재고 비즈니스성능 문제없고 값은 절반, 환경 문제도 해결‘재고(在庫) 비즈니스’가 ‘위드(with) 코로나’ 시대에 뜨고 있다. 재고란 기업이 수요를 예측해 제품을 생산, 판매하기 위해 보유하거나, 수요 예측에서 빗나가 팔지 못해 창고에 쌓아놓은 물건을 뜻한다. ‘이코노미조선’은 후자인 ‘판매 부진으로 발생한 재고’ 개념에 초점을 맞춰, 재고 비즈니스를 기획했다.",조선비즈 > 산업 |,안소영 |,2020.12.06
“가족과 집에서 즐겨요”…연말 대세는 안전한 홈파티,"코로나 이전(Before Corona) 사람들은 식당 또는 호텔 등에 모여 송년회를 하며 한 해를 마무리했다. 그러나 코로나 이후(After Corona) 바이러스 감염을 우려해 집 밖 다수가 이용하는 공간이 아닌, 집에서 안전하게 연말을 즐기려는 사람이 늘고 있다. 코로나 이후 집에서 요리하는 ‘홈쿡’, 일하는 ‘홈택’, 운동하는 ‘홈트’처럼 연말 모임도 집에서 한다는 것이다. 물론 파티라고 해서 많은 사람이 모이는 것은 아니다.",이코노미조선 > 비즈니스 |,박용선 기자 |,2020.12.05
"올해 출판 키워드, 코로나·재테크…'더 해빙' 최다 판매","코로나19 여파가 지속되는 2020년 출판 키워드로 ‘위드 코로나’, ‘재테크의 시대’ 등이 꼽혔다.집콕 생활이 늘어난 만큼 전체 도서 판매량이 증가했고 이중에서도 부자가 되기 위한 태도와 마음가짐에 대해 담은 '더 해빙'이 최다 판매 도서로 선정됐다.예스24는 3일 이같은 내용을 골자로 한 '2020년 베스트셀러 분석 및 도서 판매 동향'을 발표했다.예스24의 도서 판매자료를 바탕으로 살펴본 결과 올해 출판 트렌드 키워드는 '#위드코로나', '",문화·라이프 > 책 |,뉴시스 |,2020.12.03
바이오 화학기업 벤텍스의 '헬사크린' 미국 항바이러스 테스트 최고기능 평가,바이오 화학기업 벤텍스(대표이사 고경찬)가 세계적 미생물 시험전문기업인 미국의 Nelson Labs에서 Human Corona virus를 이용하여 마스크 및 의류용 원단과 소독용 스프레이 2가지 타입을 시험한 결과 항바이러스 효능 값(Mv)이 3이상으로 ISO 18184(2019) 시험에서 정한 성능 표준에 따라 최고 기능으로 평가 받았다.,조선비즈 > 산업 |,콘텐츠부 |,2020.12.02
“재고 비즈니스가 혁신이 아니라고? 부인 기업은 도태”,"또 ‘재고 비즈니스는 혁신적이지 않다’고 말하는 전문가도 많았다.그러나 ‘위드 코로나’ 시대가 도래했다. 불황 속 재고 시장이 성장하고 있다. ‘이코노미조선’은 김수욱 서울대 경영대 교수를 11월 23일 전화 인터뷰했다. 김 교수는 “불황 속 재고 공급은 증가할 것”이라며 “저렴한 가격의 실속을 챙기는 소비자는 재고 시장을, 소비 여력이 충분한 소비자는 신제품 시장을 찾는 등 시장 양극화가 뚜렷하게 나타날 것”이라고 전망했다.",이코노미조선 > 커버스토리 |,박용선 기자 |,2020.11.29
"쌓이는 재고에 생명 불어넣는 기업들…성능 문제없고 값은 절반, 환경 문제도 해결","체리쉬는 그동안 재고 보관, 처리 비용을 모두 상품 가격에 반영했지만, 재고에 대한 걱정이 사라져 가격도 낮출 수 있게 됐다. 600만원이었던 ‘모션 베드’ 가격이 약 50% 낮아지자 쇼핑몰 등록 후 3일 만에 완판될 정도로 소비자의 반응이 뜨겁다.기업이 팔지 못한 재고를 유통하거나 새로운 상품으로 탄생시키는 ‘재고(在庫) 비즈니스’가 ‘위드 코로나’ 시대에 뜨고 있다.",이코노미조선 > 커버스토리 |,"박용선·안소영 기자, 김지욱 인턴기자 |",2020.11.29
재고 비즈니스,재고 비즈니스가 뜬다· 위드 코로나 시대 만개한 재고 비즈니스· [Infographic] 재고 시장이 뜬다 Part 2. 국내외 재고 시장을 움직이는 기업들· [르포] 재고가 생활이 되다· [케이스 스터디] 역물류 전문 기업 美 ‘옵토로’ 성공 비결· [전문가 기고] 이지평 LG경제연구원 상근자문위원· [Interview] 재고 쇼핑몰 ‘리씽크’ 김중우 대표· [Interview] 김수욱 서울대 경영대 교수 Part 3.,이코노미조선 > 커버스토리 |,|,2020.11.29
"[Mint] ‘검토 바랍니다' 부장님께 보낸 이메일, 김대리가 깨졌다
B04면",올해부터 서울 한 중견 기업 전략기획본부에서 일하게 된 김모(28)씨는 지난 9월 ‘이메일 참조 기능’ 때문에 곤혹스러웠다. 가장 상급자인 전무의 메일 주소 순서를 본부장보다 뒤에 넣은 게 화근이었다. 결국 그는 전무에게 “직급 순서대로 참조를 거는 게 회사 생활의 기본”이라는 면박을 받아야 했다. 김씨는 “지적받기 전까지 단순한 이메일 참조에도 직급 순서...,경제 > Mint |,최은경 기자 |,2020.11.29
"'헬로! 플레이트' 박선영 ""요즘 세상에 위안 주는 서바이벌? 실제로 있더라""",플레이트’로 프리랜서 선언 뒤 첫 예능에 도전하는 MC 박선영이 “이 시대에 큰 위로가 될 방송이어서 안 할 이유를 찾기 힘들었다”고 깊은 애정을 드러냈다.박선영은 위드 코로나 시대의 푸드 서바이벌 ‘헬로! 플레이트’에서 강레오 김훈이 노희영 심사위원과 함께 글로벌 셰프들의 이야기가 담긴 요리 경연을 진행한다.,연예 > 연예 포토 |,OSEN |,2020.11.25
"""연말 대목인데""… 거리두기 격상에 속 타는 패션업계",거리두기 2단계 격상에 연말 성수기 소비 심리 악화 우려'위드 코로나' 시대… 온라인 비대면 쇼핑 채널 강화코로나바이러스 감염증(코로나19) 재확산으로 사회적 거리두기 2단계가 시행되면서 패션업체들의 한숨이 깊어지고 있다. 연말 대목을 놓칠 수 있다는 우려에서다.앞서 올 상반기 코로나19 여파에 긴 장마까지 겹치면서 패션업계는 큰 타격을 받았다. 3분기 실적도 부진했다.,조선비즈 > 산업 |,이선목 |,2020.11.24
"[Mint Letter] 3분기 큰손, 애플보단 항공주","🌱윤형준 기자READ MORE[with Corona] 비대면 신입 연수? 과거 유물 된 신입 합숙 연수 문화코로나는 대기업 신입사원 교육 문화도 바꿔놨습니다. 으레 거쳐 가던 집단 합숙 연수가 사라지고, 집에서 화상채팅을 하며 동기들끼리 그룹 활동을 한다네요.",경제 > Mint |,윤형준 기자 |,2020.11.23
"[Mint] 신입사원 합숙연수 대신 화상채팅… “돈은 덜드는데 애사심·동료애는 글쎄”
B04면","지난 8월 롯데그룹은 상반기 공개 채용 신입사원 연수를 보름 동안 비대면으로 진행했다. 예년처럼 전 계열사 신입사원들이 경기도 오산 롯데인재개발원에 모여 2주일 동안 먹고 자는 대신, 각자 집에서 화상채팅프로그램 줌(Zoom)을 통해 교육을 듣게 했다. 10명가량이 한 조가 돼 프레젠테이션이나 동영상을 준비하는 건 같았다. 다만 그룹 활동의 주무대가 연수원...",경제 > Mint |,최은경 기자 |,2020.11.23
"일본, 방역 방치하다 당했다… 하루 2300명 최다 확진
A02면","만으로 발생했으나 이달 들어 늘어나기 시작해 10일 1284명, 14일 1735명으로 급증했다. 일본의 코로나 환자 급증은 쌀쌀해진 날씨 탓도 있지만 내년 도쿄 올림픽 개최와 경기 활성화를 위해 ‘위드 코로나(with corona)’ 실험에 나선 일본 정부가 자초했다는 지적도 나온다.일본 정부는 지난 7월부터 정부가 여행 경비를 최대 50% 지원하는 ‘고 투 트래블(GO TO TRAVEL)’ 정책을 펴왔고, 지난달부터 대상 지역에 도쿄를 포함했",국제 |,도쿄=이하원 특파원 |,2020.11.20
전북 대표 관광교역전 '2020 전북트래블마트' 18일 개최,"특히 전북안심관광글로벌홍보단 발대식을 갖고 ‘위드 코로나19’시대에 안심하고 전북을 여행할 수 있는 다양한 홍보 활동을 벌인다.오후 2시부터 6시까지 진행되는 전북트래블마트 상담회에는 시·군별 관광자원을 설명하고 여행상품 개발지원 사업 등을 안내한다. 또 여행업, 마이스(MICE)업, 관광벤처 등이 전북여행상품을 홍보하고 다앙한 이벤트도 열린다.",조선비즈 > 산업 |,콘텐츠부 |,2020.11.18
"김장하다, 경조사 챙기다...경북서 확진자 16명 ‘우수수’",경북에서 코로나 바이러스 추가 확진자가 16명 발생했다. 지난 15일에 이어 이틀 만에 두자릿 수 추가 확진자가 나온 것이다. 이들 대부분이 지역을 넘나드는 경·조사 참석과 가족·친지 모임 등을 통해 감염된 것으로 보여져 경각심을 가져야한다는 목소리가 높다.경북도는 18일 0시 기준 코로나 바이러스 신규 확진자 16명이 발생했다고 밝혔다. 이중 지역 감염이...,사회 > 전국 |,이승규 기자 |,2020.11.18
"[Mint Letter] 버핏형, 가치투자가 왜 이래?","🌱최은경 기자READ MORE[with Corona] 집에서도 피곤해! 재택근무발 번아웃 대처법코로나 덕분에 재택근무의 꿈😍은 이루어졌습니다. 그런데 입에선 ""피곤하다😷""는 말이 왜 떠나질 않을까요? '재택근무 번아웃'을 유발하는 원인과 해결책이 뭔지 Mint가 찾아봤습니다. 출퇴근 시간은 명확히, 과도한 소통은 참는 게 우선이라고 하네요. 🌱최은경 기자READ MORE포스트 코로나, 준비됐나요?",경제 > Mint |,최은경 기자 |,2020.11.16
"연이틀 200명대 확진… “섣불리 1단계로 낮췄다가 상황 악화”
A04면",는 확진자는 열흘 전부터 이뤄진 감염 양상이 나타나는 것이라 현재 전국에 수백 명의 감염자가 있을 수 있다”며 “겨울철 대유행이 일촉즉발의 위기”라고 말했다. 반면 마상혁 대한백신학회 부회장은 “'위드 코로나(with corona)' 시대에 경제와 방역의 균형을 맞추는 과정에서는 확진자가 느는 건 피할 수 없는 측면이 있다”며 “추세에 일희일비할 게 아니라 대규모 집단감염을 막고 중환자 병상을 확보해 의료 체계 붕괴를 막는 게 더 중요하다”고,사회 > 복지·의료 |,정석우 기자 |,2020.11.16
"[Mint] “화상회의만 하루 15번… 회사 출근하는 게 덜 피곤하겠어”
B04면",“오전 7시 30분부터 화상 팀 회의를 위한 사전 화상 회의를 시작했는데 밤 9시 20분에야 협력사와 마지막 화상 회의 마치고 퇴근했어요. 탈진해서 방에 누워있는데 스카이프 벨소리가 환청으로 들리는 것 같더라고요.”국내 한 디지털 헬스케어 기업에서 일하는 김모(32)씨가 지난 9월 재택근무를 하던 중 경험한 ‘최악의 하루’다. 이날 그가 소화한 화상 회의는...,경제 > Mint |,최은경 기자 |,2020.11.16
"[Mint] 테크 업종이 1등, 헬스케어 2등, 가정용품 3등… 꼴찌는 전기·석유
B03면","적어도 내년까지는 ‘위드 코로나(with Corona·코로나와 함께)’ 상태가 지속될 가능성이 크다. 인류가 온갖 방법을 끌어다 코로나를 버텨냈던 지난 3분기, 어떤 업종이 선방했을까. 미 S&P500 지수를 구성하는 기업들의 3분기 실적에서 대략적인 업종별 ‘코로나 현황’이 보인다.13일까지 500곳 중 457곳이 3분기 실적 발표를 완료했다.",Mint |,김신영 기자 |,2020.11.16
Germany Sees Signs for Cautious Optimism in COVID-19 Cases,"The head of Germany's infectious disease institute said Thursday that while the COVID-19 threat in the country remains high, and some hospitals are reaching capacity, he is cautiously optimistic. Spe...",영문조선 > World |,VOA News |,2020.11.13
위드 코로나 2021년을 위한 '경영전략 컨퍼런스' 내달 4일 개최,"12월 4일 오후 1시, 가인지캠퍼스 주최로 '2021 경영전략 컨퍼런스'가 열린다. '디지털 마케팅' 혁신을 위한 인사이트와 사례를 공유하기 위해 열리는 이번 컨퍼런스는 카카오, LG CNS, 구글, 마이크로소프트의 경영자들이 연사로 참석한다.OTT(온라인동영상서비스) 시장 진출을 본격화하고 있는 카카오페이지는 9월 기준 앱 사용시간이 23억 분으로 넷플...",조선비즈 > 산업 |,콘텐츠부 |,2020.11.12
“을(乙) 안 해” 온라인몰 만들어 판매 나서는 제조사,"그러나 식품 등 제조 업체들은 ‘위드 코로나’ 시대의 도래로 D2C 시장이 성장할 것으로 보고 자체 온라인몰 사업을 꾸준히 강화하고 있다. ◇과도한 납품 가격 인하에 반발…쿠팡과 거래 끊어 D2C와 관련 일각에선 유통 업체와 거래에서 주로 을(乙) 입장이었던 제조 업체들이 ""더는 유통사 플랫폼에 휘둘리지 않겠다""며 역공에 나섰다는 분석도 나온다.",조선비즈 > 산업 |,박용선 이코노미조선 기자 |,2020.11.12
"[Mint] 뻥뚫린 사무실이 혁신의 아이콘? 그건 작년 얘기! 칸막이가 돌아왔다
B04면",제론 로커스 C&W 네덜란드 수석은 주간지 뉴요커에 “사람들의 습관을 바꾸려면 명확한 가이드라인이 필요하다”며 “시각화는 사람들이 안심할 수 있도록 만드는 열쇠”라고 말했다.코로나 장기화로 인한 ‘위드 코로나(With Corona)’ 시대엔 코로나 방어가 업무의 일부다.,Mint > 경제 |,신수지 기자 |,2020.11.09
언택트 사회공헌 콘서트 '이건음악회' 7일 늦은 8시 유튜브로 진행,대면으로 이루어졌던 CSR 캠페인을 비대면 방식으로 전환하고 위드 코로나 시대에 발맞춰 온라인 채널 등 디지털을 적극적으로 활용하고 있다. 이에따라 대인접촉을 최소화하면서도 안전하게 즐길 수 있는 언택트 사회공헌활동이 주목받고 있다.종합건축자재기업 이건(EAGON)에서는 지난 30년 간 변함없이 실천하고 있는 대표적인 사회공헌 프로그램인 ‘이건음악회’를 준비하고 있다.,조선비즈 > 산업 |,콘텐츠부 |,2020.11.06
기자들의 수다,"'코로나19와 공존한다'는 뜻인 '위드 코로나' 시대를 준비해야 한다는 목소리도 높아지고 있고요. 이대로 코로나19가 우리 곁을 떠나지 않는다면 미래는 어떤 모습일까요?◆인턴 기자들의 수다독자 여러분께 처음 인사드리네요! 박새롬이에요. 매일 어떤 소식을 전할지 고민하고, 취재하는 과정은 정말 보람차답니다. 얼마 전 핑크퐁의 아기상어 영상이 전 세계 유튜브 조회 수 1위에 올랐죠. 거기 나오는 박건령 군도 우리 독자라고 해요.",어린이조선 > 종합뉴스 |,|,2020.11.06
"'위드 코로나' 시대… 렌탈업계, 위생 가전 인기에 3분기도 선방","렌탈 업계, 3분기 코로나19 영향에도 실적 호조 비대면 수요 대응 신제품 출시 및 해외 시장 공략 코로나바이러스 감염증(코로나19)가 장기화하는 가운데 렌탈업계가 3분기에도 비교적 선방한 것으로 나타났다. 렌탈 업체들은 비대면 수요에 맞춘 자가 관리형 제품 출시와 해외 시장 공략으로 코로나19와 공존이 불가피한 ‘위드(with) 코로나’ 시대에 대응하고 ...",조선비즈 > 산업 |,이선목 기자 |,2020.11.05
"코로나로 위축된 공유오피스, 위드 코로나 시대 기대감 솔솔","회원제 개념의 사무실이다. 실제로 올해 공유오피스 시장의 성장세는 꺾였다. 불특정 다수와 접촉이 불가피한 데다, 재택근무로 오피스 자체 수요가 줄었기 때문이다. 하지만 코로나와 공존이 불가피한 ‘위드 코로나(with corona)’가 시대가 현실로 다가오면서 이같은 그간의 전망과 180도 다른 예상이 나오기 시작했다. 거점 근무를 도입하는 기업이 늘어나며 새로운 수요층이 생겨났다는 이유에서다. 4일 글로벌 시장조사기관 리서치앤마켓(Resear",조선비즈 > 부동산 |,고성민 기자 |,2020.11.04
"푸틴 ‘방역 떠넘기기’에… 러시아 지방 코로나 초토화
A16면","1일(현지 시각) 러시아의 하루 코로나 신규 확진자가 1만8381명으로 최고치를 경신했다. 세계에서 넷째로 코로나 확진자가 많은 러시아는 여름철 확산세가 하루 5000명대 이하로 누그러졌다가, 10월 들어 확진자가 급증하고 있다.2차 파동 특징은 지방 확산이 두드러진다는 것이다. 코로나 국면에 인기가 없는 봉쇄 권한을 블라디미르 푸틴 대통령이 지방에 떠넘긴...",국제 > 유럽 |,임규민 기자 |,2020.11.03
"서울시, 역대 최대 예산 책정… 내년 40조원 첫 돌파","코로나19와 공존하는 ‘위드 코로나’ 시대에 대응하고 코로나19 종식 이후를 준비하겠다는 것이다. 방역체계 강화에 3146억원이 쓰인다. 방역물품 비축과 감염병 조기경보시스템 구축, 백신 개발 지원, 무료 예방접종 등 감염병 상시예방 시스템에 958억원이 투입된다. 이를 위해 내년 8월 서울의료원에 동북권 응급의료센터를 준공하고, 보라매병원에 안심호흡기 전문센터를 추진하는 등 인프라 확충에 92억원이 편성됐다.",조선비즈 > 시사 |,박현익 기자 |,2020.11.02
"[Mint] 빅테크 6곳 CEO 모두가 힘주어 한 말 “클라우드, 이제 시작입니다”
B03면",올해 3분기는 ‘위드 코로나(with Corona·코로나와 함께)’가 기정사실화되기 시작한 시기로 디지털 전환이 전에 없이 빠르게 진행된 때이기도 했다.애플·마이크로소프트(MS)·알파벳(구글)·아마존·페이스북·AMD 등 지난주 실적을 발표한 쟁쟁한 빅테크 기업 CEO들이 콘퍼런스콜을 통해 밝힌 코로나 이후 세상과 이에 대응할 전략을 Mint가 분석했다. 이들이 가장 많이 언급한 단어는 ‘클라우드(cloud·인터넷상 저장 공간)’였다.,경제 > Mint |,김신영 기자 |,2020.11.02
"일본의 ‘위드 코로나’ 실험… 꽉 찬 야구장서 맥주도 벌컥
A16면","대해선 수퍼컴퓨터까지 동원해 분석하기로 했다. 경기장에서 관중은 대부분 마스크를 썼다. 실험 결과는 11월 초에 나올 예정이다.일본이 코로나 확산세가 잦아들지 않는데도 이런 실험을 하는 건 일명 ‘위드 코로나(with corona)’ 사회를 빨리 정착시키기 위해서다. 백신 생산 전 코로나와 함께 살아가는 길을 선택한 것이다. 당장 심각한 경제적 타격을 줄이고, 장기적으로는 내년 도쿄올림픽 개최에 대한 의구심을 불식하겠다는 의도다.정부가 국내 여",국제 > 일본 |,요코하마=이태동 특파원 |,2020.11.02
"丁총리 ""사회적 거리두기 3단계→5단계 세분화""","정 총리는 이날 오후 정부서울청사에서 주재한 코로나19 중앙재난안전대책본부(중대본) 모두발언에서 ""위드 코로나(with Corona) 시대에 맞는 사회적 거리두기 개편방안을 확정하고자 한다""며 이같이 밝혔다. 정 총리는 ""거리두기 단계는 세 단계에서 다섯 단계로 현실에 맞게 세분화된다""며 ""기존의 각 단계별 방역강도 차이가 너무 커서 단계 조정시 사회적 수용성이 떨어지는 단점을 보완하기 위해서""라고 설명했다.",조선비즈 > 시사 |,손덕호 기자 |,2020.11.01
"‘위드 코로나’ 달라진 세상, 새로운 기회","카이스트 문술미래전략대학원 미래전략연구센터는 코로나19가 인류의 생활 양식을 어떻게 바꿨는지, 나아가 ‘위드 코로나’ 시대 기술의 변화, 해결 과제 등을 제시한다. 사진 EPA연합 카이스트 미래전략 2021카이스트 문술미래전략대학원 미래전략연구센터김영사｜2만5000원｜560쪽｜10월 23일 발행2021년에는 마스크를 벗고, 해외여행을 갈 수 있을까? 우리의 기대와 달리 일상은 ‘코로나 이전’으로 돌아가지 못한다.",이코노미조선 > 컬처&amp |,박용선 기자 |,2020.10.31
“을(乙) 안 해” 온라인몰 만들어 판매 나서는 제조사,그러나 식품 등 제조 업체들은 ‘위드 코로나’ 시대의 도래로 D2C 시장이 성장할 것으로 보고 자체 온라인몰 사업을 꾸준히 강화하고 있다. LG생활건강은 지난해 쿠팡의 과도한 납품 가격 인하에 반발하며 쿠팡에 제품 공급을 중단했다.,이코노미조선 > 비즈니스 |,박용선 기자 |,2020.10.31
"대구보건대학교, 국제교육팀 해외취업설명회 개최","대구보건대학교(총장 남성희) 국제교육팀은 26일부터 28일까지, 3일간 위드코로나시대 글로벌 환경에 능동적으로 대처하고 해외취업 활성화를 위해 연마관 1층 글로벌 존에서 해외취업설명회를 개최했다고 29일 밝혔다. 이번 특강은 해외취업 정보를 제공하고 국제교육팀에서 실시하는 다양한 해외취업 지원 프로그램을 안내해 우수인력의 조기발굴과 취업경쟁력 강화를 위해 마련됐다.",라이프&러닝 > 라이프&러닝 |,|,2020.10.30
"[카페 2040] ‘위드 코로나’ 시대 우린 모두 영웅
A34면","코로나와 함께 살아가야 하는 ‘위드 코로나(with Corona)’ 시대, 우리 모두는 중요한 존재다. 이 시대를 세상답게 살아낸 모두가 영웅이 아닐까.",오피니언 > 카페 2040 |,최보윤 기자 |,2020.10.30
사회적 거리두기 완화에 다시 문 여는 '박람회',"주최 측은 이번 행사를 '위드 코로나' 시대에 맞춰 온·오프라인이 결합한 하이브리드 쇼(Hybrid Show) 형태로 선보인다는 방침이다. 구체적으로는 네이버 등과 함께 라이브 채널을 운영하고, 인기 유튜버와 랜선 투어 등을 진행할 계획이다. 다음달 5일부터는 서울 대치동 세텍(SETEC)에서 프랜차이즈 창업 박람회가, 10일부터는 코엑스에서 일자리 박람회가, 25일부터는 서울국제식품산업전(코엑스 푸드위크)가 열릴 예정이다.",조선비즈 > 산업 |,윤희훈 기자 |,2020.10.29
"[속보] 어제 코로나 국내 확진 103명, 하루만에 다시 세 자릿수로","정세균 총리는 28일 중앙재난안전대책본부 회의 모두발언에서 “위드 코로나 시대를 맞아 그간의 경험과 노하우를 토대로 방역과 일상이 조화되는 더 정밀한 방역체계가 필요하다”며 “그동안 여러 차례 위기를 맞아 나름대로 거리두기 단계와 행동기준을 다듬어 왔지만, 지속 가능한 방역의 관점에서 아직 보완할 점이 많다. 지금의 거리두기 단계가 획일적이고 장소나 상황별 특성을 충분히 고려하지 못하고 있다는 지적도 있다”고 했다.",사회 > 복지·의료 |,양지호 기자 |,2020.10.28
"정세균 ""위드 코로나 시대… 사회적 거리두기 개편안 내놓겠다""","정세균 국무총리는 ""‘위드 코로나(with Corona)’ 시대를 맞아 그간의 경험과 노하우를 토대로 방역과 일상이 조화되는 보다 정밀한 방역체계가 필요하다""며 ""사회적 거리두기 개편 대안을 조속한 시일 내에 확정해 국민 여러분께 알리겠다""고 28일 밝혔다.정 총리는 이날 정부서울청사에서 코로나19 중앙재난안전대책본부 회의를 열고 ""그동안 거리두기 단계와 행동기준을 다듬어 왔지만, 지속가능한 방역 관점에서 아직 보완할 점이 많다""며 ""지금의 거리두기",조선비즈 > 정책 |,박현익 |,2020.10.28
"이젠 ‘위드 코로나’… 위기 속 기업이 먼저 일어섰다
E01면",국제통화기금(IMF)은 올해 세계 경제 성장률을 -4.4%로 전망했다.세계는 이제 코로나 이후를 뜻하는 ‘포스트 코로나(Post Corona)’ 대신 코로나와 모든 것을 함께하는 ‘위드 코로나(With Corona)’를 말하고 있다.,스페셜 > 특집섹션 |,박순찬 기자 |,2020.10.26
열 補藥 부럽지 않은 제철 음식… 식탁을 가을로 채우자,"고구마, 연근, 우엉 등은 소화도 잘되고 기운을 북돋아 주는 가을 식재료이다.코로나19 이전과 이후를 BC(Before Corona), AC(After Corona)로 비유할 만큼 코로나19는 경제, 사회, 문화 등 전 영역에 걸쳐 수많은 변화를 가져오고 있다. 많은 사람들이 ‘지속가능한 환경’과 ‘더불어 사는 삶’의 중요성을 새롭게 인식하고 있고, ‘가치 중심’ 소비에 관심을 기울이고 있다.",일반 |,문미영 객원기자 |,2020.10.26
"전문대교협, 교직원 온라인 원격연수 전용 스튜디오 열어",이날 류태호 미국 버지니아대 교수는 '위드 코로나 시대 교육과정 운영 방향 및 성과관리 사례 과정'을 주제로 두 차례에 걸친 강연을 진행할 예정이다. lulu@chosun.com,조선에듀 > 교육뉴스 |,오푸름 조선에듀 기자 |,2020.10.22
Artworks Vandalized at 3 Berlin Museums,"targeted by conspiracy theorists. Attila Hildmann, an activist who has railed against government measures to contain the coronavirus, has spread conspiracy theories about Museum Island. Through the internet, he claimed the Pergamon Museum held the """,영문조선 > World |,VOA News |,2020.10.22
